bidder_id,outcome,total_country,total_device,total_auction,per_auction_avg_country,per_auction_avg_device,per_auction_avg_auction,per_auction_avg_bid_,total_bid,total_merchandise,total_ip,total_url,per_auction_avg_merchandise,per_auction_avg_ip,per_auction_avg_url
0865d1e207fa3728a7379c415c903133rr6ce,NA,1,11,21,1,1.19047619047619,1,1.42857142857143,30,1,30,7,1,1.42857142857143,1.14285714285714
c17c63af831939f5e2fd12f65821db65umonm,0,3,29,37,1,3.2972972972973,1,15.4054054054054,570,1,321,17,1,12.4594594594595,1.40540540540541
9f02e6a799e04de03fce100f846bcdcbd3c3l,NA,4,5,3,1.66666666666667,1.66666666666667,1,1.66666666666667,5,1,5,1,1,1.66666666666667,1
8d75f5fe1f27ad65a976af95c1cb3198zir0b,NA,7,9,4,1.75,2.25,1,3.25,13,1,12,5,1,3,1.75
1f08b0b92c33c137d0aea1446934cb926tu7p,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143958a1b2af0a69aca9e59bedc7545b52rde,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2a9caa842d625060c50cad45d01ddffch6azu,NA,1,8,8,1,1,1,1,8,1,8,8,1,1,1
142a2545c5c01937b05ac6de9773f9efgx0eb,0,1,1,1,1,1,1,2,2,1,1,2,1,1,2
769a58c4d5c9fc32f907ad6606a5297fsxo5m,NA,2,9,10,1,1.1,1,1.6,16,1,11,4,1,1.2,1.1
7f3516b1bd7e5571ab964ba0affe9302brn6q,0,2,2,4,1,1,1,1,4,1,4,2,1,1,1
613c7d60152ebf06e3a7dd326ba03261mnn8u,0,16,57,65,1.04615384615385,1.43076923076923,1,1.6,104,1,88,23,1,1.53846153846154,1.50769230769231
d51604b8ddc66bbe5110ceb27689655144lx5,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6e4d22dbabcf2eaae5689c7d155e1c1fev15l,0,1,1,2,1,1,1,1,2,1,2,1,1,1,1
0a9d614009139236f198ddb4759a498cen5ix,0,2,3,4,1,1,1,1,4,1,4,3,1,1,1
4be30f00d7e97ad38cfb33a2322077b4b02n2,NA,84,321,229,1.5938864628821,3.69868995633188,1,6.30131004366812,1443,1,923,736,1,5.117903930131,4.44541484716157
f2d5e41e4496e2e27c928f51c49b3284c7q5j,NA,2,6,8,1,1,1,1.125,9,1,7,5,1,1,1
1c696da5cc00711efa43bf596c8422ecaauu5,NA,71,228,166,1.39759036144578,3.06626506024096,1,6.52409638554217,1083,1,788,741,1,5.31325301204819,5.12048192771084
e01de97fb922a36451184aedc1ff89e191w8j,NA,1,133,23,1,12.6521739130435,1,40.3913043478261,929,1,793,411,1,36.0434782608696,20.5652173913043
057071d595b08bd00caa8e3a91eb954bhgt1q,NA,16,52,54,1.05555555555556,1.90740740740741,1,2.5,135,1,81,38,1,2.18518518518519,1.68518518518519
05e5905428f5718a5cecfbde859dc689mcex9,NA,2,27,26,1.03846153846154,1.65384615384615,1,1.92307692307692,50,1,38,13,1,1.73076923076923,1.57692307692308
fdac3f696f73c32f238d7e3f1e939ce6es34d,NA,5,23,36,1,1.30555555555556,1,2.08333333333333,75,1,49,17,1,1.80555555555556,1.16666666666667
b957551612c95cba37ca5f57dea768adjqx2t,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9744d8ea513490911a671959c4a530d81fj5e,0,13,72,91,1,1.86813186813187,1,2.72527472527473,248,1,92,80,1,2.24175824175824,1.86813186813187
d6d68e218a6cafa246ed31185b09e1e1fsu8x,0,1,1,3,1,1,1,1.33333333333333,4,1,1,1,1,1,1
520b616c26fc47935f6bcd5ec063eaa7w15t8,0,4,3,4,1,1,1,1,4,1,4,3,1,1,1
c56fb64a6ad3274c8b6b68e67936f60fy0fz0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
e4e61a2e1bd3ab2447407ce842165f83tiu5p,NA,11,22,27,1.44444444444444,1.59259259259259,1,3.37037037037037,91,1,25,1,1,1.59259259259259,1
91d9b706f63537c5fc0027c50b0e3b06qpdgz,0,2,2,4,1,1,1,9,36,1,33,1,1,8.5,1
a1922a9ee4f9f5d03fe11816c2cc3eb9ivcbp,0,2,2,2,1,1,1,1,2,1,2,2,1,1,1
6713e820273f591bdff7d26a48ee30c5k4iii,0,59,1575,1623,1.04066543438078,12.8459642637092,1,45.1983980283426,73357,1,24544,21275,1,26.6463339494763,23.9155884165126
d0eab0b46b078bb69b9671110882d721ev6jj,NA,2,1,2,1,1,1,1,2,1,2,1,1,1,1
d27221cf2bfaf0fa7a60ffd3e1e3a53efagvp,0,25,171,120,1.025,4.20833333333333,1,7.41666666666667,890,1,590,286,1,6.48333333333333,4.91666666666667
2019347aaf76bde2c16af4889269ececrj5vd,NA,1,36,9,1,5.55555555555556,1,8.33333333333333,75,1,17,12,1,2.55555555555556,2.66666666666667
f51fdd05d440e285f0da5214fea7b17cbed8u,NA,2,3,7,1,1.14285714285714,1,1.14285714285714,8,1,8,2,1,1.14285714285714,1.14285714285714
84311a3428c028bc083036c1023740dbe7c82,NA,3,5,5,1,1,1,1,5,1,5,3,1,1,1
36133e4bd4fe13c583835bd6cc53d643lslyx,NA,2,23,32,1,1.59375,1,2.25,72,1,56,11,1,2.09375,1.46875
e1da7d96b83f16aa80cc254572cc154fcoudy,0,48,208,265,1.09811320754717,2.35471698113208,1,2.70943396226415,718,1,570,195,1,2.54339622641509,2.32075471698113
e7bd8c579adda24d5cbab02d84999f3btlvm6,NA,74,393,259,1.41312741312741,6.01158301158301,1,15.6293436293436,4048,1,3159,566,1,13.5289575289575,4.40540540540541
3bb14d7487a9b7909abe756652196675thmqb,NA,15,99,98,1.02040816326531,2.03061224489796,1,2.22448979591837,218,1,161,82,1,2.16326530612245,1.86734693877551
074daf9a99b01591cb0637cb95c32600roriz,0,10,34,35,1.02857142857143,1.45714285714286,1,1.6,56,1,45,37,1,1.57142857142857,1.42857142857143
b6dfc349e92ff14971f522a543b7cb8fhnkbn,NA,3,14,32,1,1.5,1,2.15625,69,1,62,33,1,2.125,1.875
309f446bdb138faeb18072285ccd9901gz80c,0,45,226,134,1.17910447761194,3.69402985074627,1,7.04477611940298,944,1,763,181,1,6.23134328358209,2.77611940298507
b3fc3d1782af858d418448ec3277ba4cybqvk,NA,2,26,7,1,5.14285714285714,1,7,49,1,15,10,1,2.71428571428571,2.57142857142857
d626376116294ec53b545f1cfc7a7763t8yae,NA,1,1,2,1,1,1,3,6,1,4,3,1,2.5,2.5
86d84aea1298e3fcde8dcf288b462a77r7mhw,NA,2,3,4,1,1,1,1,4,1,4,2,1,1,1
2200fed1285bb634f8fb7f76cd7902b9fmd87,NA,4,12,5,1.6,2.8,1,3.4,17,1,17,12,1,3.4,3
e4a4847014aa0364868dcb46e5462d86w9yp9,NA,13,61,28,2,3.53571428571429,1,3.78571428571429,106,1,79,64,1,3.53571428571429,3.25
a636e2ae65c6dea9ce9a4a413f1838b1zrlvp,NA,7,6,28,1,1.42857142857143,1,1.89285714285714,53,1,21,1,1,1.53571428571429,1
dda14384d59bf0b3cb883a7065311dacauhhd,NA,6,29,20,1,1.6,1,1.85,37,1,33,32,1,1.75,1.85
159b36417b44066f1246479d3950c438t3p5z,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6c55d253787acf5210f7d785546db80dqtleg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,0,2,30,43,1,1.30232558139535,1,2,86,1,45,12,1,1.93023255813953,1.11627906976744
653373f7b056eb10ac9fb22967fc2725pqx48,NA,5,28,23,1,2.39130434782609,1,3.43478260869565,79,1,32,21,1,2.21739130434783,1.73913043478261
e9952cb2ec9b57be843aa1ce105031496rqox,NA,3,64,23,1,6.82608695652174,1,14.4347826086957,332,1,242,43,1,12.2173913043478,2.78260869565217
b3e66869b322182c7c69c4a6e080dc80xjbqh,NA,6,6,8,1,1.125,1,1.375,11,1,7,6,1,1.125,1.125
3ac66e500e220ae3e4266f18769c3523ih2d6,NA,2,8,5,1,1.6,1,2,10,1,9,8,1,1.8,2
f943336c7b80ec3f8569a26752f81c83j5cun,NA,8,30,39,1.02564102564103,1.28205128205128,1,1.43589743589744,56,1,49,37,1,1.33333333333333,1.33333333333333
4a9b8b8645b60559f30c00e4cc13165d39url,NA,1,11,21,1,2.76190476190476,1,16.6666666666667,350,1,160,1,1,13.2857142857143,1
47e1969fdc8fb6fb2274bfd860dbbfa31xp4t,NA,2,6,7,1,1,1,1,7,1,7,6,1,1,1
a83e038f1bdee46caf5826244a7e455ag8oia,NA,4,6,7,1,1.14285714285714,1,1.14285714285714,8,1,8,7,1,1.14285714285714,1.14285714285714
174d1712e8e03e4825abc4d1c940b08940e5p,NA,2,4,4,1,1,1,1,4,1,3,4,1,1,1
ab0b0de534bad49af05faa626b88389cmjj8e,0,2,6,5,1,1.2,1,2.2,11,1,7,3,1,1.4,1
42e631af9bd00e5e816f08eba3b102d5ch576,1,4,5,13,1,1,1,16.6923076923077,217,1,13,3,1,1.69230769230769,1
bdbcdf6a935f4d1781a2d33bcc4967130bdqy,0,52,190,120,1.33333333333333,2.99166666666667,1,6.80833333333333,817,1,560,587,1,5.41666666666667,5.55833333333333
96ce315d1b4d0a2a02f4b021800f47a76ysug,NA,1,40,5,1,11.2,1,19.2,96,1,42,40,1,10.6,8.8
3044c456cf665c36bce9782bb8612f018r6n2,NA,5,18,35,1.05714285714286,1.34285714285714,1,1.8,63,1,24,8,1,1.57142857142857,1.31428571428571
91f8124ae16af06da4c2faf76def28a21tpqp,NA,2,3,4,1,1,1,2.75,11,1,3,1,1,1,1
4d6f7d79eedab7a5da496a229803b53538mdn,NA,2,3,2,1,1.5,1,1.5,3,1,3,1,1,1.5,1
e83198a7b1110c1536628c7201ed887bv8mjd,NA,7,20,26,1,1.23076923076923,1,1.42307692307692,37,1,29,6,1,1.26923076923077,1.15384615384615
bfc7a0819397d910db7c24eaba1ed4c68dwiq,0,2,2,4,1,1,1,1,4,1,4,2,1,1,1
c99b1edcfc7f0c751b68fb310d34b75ei6j82,0,3,3,4,1,1,1,1,4,1,3,2,1,1,1
06dbfffbca4f34157f8a575fa535d9ad3xfwm,NA,3,5,6,1,1,1,1.33333333333333,8,1,8,2,1,1.33333333333333,1
cd35a3230456d4a245806e476c63e9a1evu7i,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34937b55ab3192b1902d748cad09571eqfvr2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1
557a115a80bbc39438b66869fb08e2dbn0n83,NA,17,71,31,1.35483870967742,3.09677419354839,1,3.80645161290323,118,1,107,16,1,3.54838709677419,1.61290322580645
b972f198aad37412a797c0e9b5ef232ac2fhl,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0a584f77759fefad47820d54ffa21a24dxqqu,NA,2,14,18,1,1.11111111111111,1,1.33333333333333,24,1,21,7,1,1.22222222222222,1.11111111111111
27782902c964723c9d733ab9c725b7c95xrlb,NA,1,4,8,1,1.125,1,1.125,9,1,5,1,1,1,1
afe4d69ca50ac55d9cdc8b47f4303fa5zwr8z,NA,2,23,12,1,2.25,1,2.25,27,1,24,6,1,2.16666666666667,1.25
62bc88af59d7140f8046e86d2aa8aa767qabf,NA,58,120,84,1.71428571428571,4.19047619047619,1,10.7380952380952,902,1,633,5,1,7.73809523809524,1.05952380952381
6ff09da56483fd9edec30df2ca919084zbh6u,NA,2,2,2,1,1,1,1,2,1,2,1,1,1,1
dd18107af0a4cdd057b4351deb1017cf983hu,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
960f9fd497a45943022d714c539de0fb80hh2,NA,6,50,42,1,2.16666666666667,1,2.5952380952381,109,1,90,2,1,2.30952380952381,1.21428571428571
59f61cb410ac321a795c4d5a388e787aqsytg,NA,6,80,82,1,2.19512195121951,1,3.31707317073171,272,1,79,48,1,2.76829268292683,1.9390243902439
2e134b2384cfd6278db1fce4451e9fd7davbh,NA,11,199,14,1.78571428571429,24.1428571428571,1,46.6428571428571,653,1,240,194,1,21.8571428571429,14.5714285714286
4fba0b9c53034d42a5d1fdf9b332c017670qd,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570c3a29e46b7d442c8352adbea44e2542fnw,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6767cffbe2c0957492aa451560655be3hjd6s,0,1,2,30,1,1.3,1,3.16666666666667,95,1,3,5,1,1.63333333333333,1.86666666666667
49b337bd08443e511615df03f130e6f5kiwkk,NA,68,251,110,1.52727272727273,3.75454545454545,1,10.6,1166,1,741,242,1,7.3,3.68181818181818
8bd18bfdc9b5b213b5e0afebebda72afmb41g,NA,3,4,4,1,1,1,1.5,6,1,4,2,1,1,1
bef56983ba78b2ee064443ae95972877jfkyd,NA,5,9,41,1.1219512195122,1.90243902439024,1,23.9756097560976,983,1,22,4,1,2.17073170731707,1.29268292682927
e0fd27501eb95f6036b3b9e020f3cc10rzwmf,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459ea22b6b51936d0788de9f78a3547bf4jrw,0,1,23,4,1,6,1,6.5,26,1,26,12,1,6.5,4.5
bec86221a3ab9f5b8f502a4bed42f2cfddf3p,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256e0d7bea303bf7444e736c53609e53id1w8,NA,7,7,9,1,1,1,1,9,1,9,6,1,1,1
fa5969e4d0b602b026606f0528ae428al200e,NA,2,3,3,1,1,1,1,3,1,3,1,1,1,1
9deb68aca34b4d8d0a5ea874176240ffw32tk,NA,12,37,28,1,1.78571428571429,1,2,56,1,48,9,1,1.89285714285714,1.32142857142857
1fe8d760d4012d2cc5ef85b982314b5844j0q,NA,27,117,149,1.02684563758389,1.73154362416107,1,2.20134228187919,328,1,207,247,1,1.83892617449664,2.05369127516779
71b1c55cf803a3141eada27c92eabd6byid3c,NA,2,24,27,1,2,1,2.77777777777778,75,1,28,6,1,2.11111111111111,1.18518518518519
057a0760c7d5306786fe54af9d49ddac796rf,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
889acc6ef7b4c29dd6df1eee82ea0935r4rkr,NA,2,1,2,1,1,1,1,2,1,2,2,1,1,1
a08690ed83bdff3df397a2d78a852e746hbz2,NA,4,3,4,1,1,1,1,4,1,4,2,1,1,1
3a7b757343198faee65e7b45c83f695a9m2ey,NA,5,5,4,1.5,1.5,1,1.5,6,1,6,5,1,1.5,1.5
ab8e461bfc509d1b151eefe1da1544823pbqk,NA,2,2,2,1,1,1,1,2,1,2,2,1,1,1
4ef1d5e846a7dae54f2638a34123a6a0ns4i0,NA,1,18,5,1,4.2,1,8.4,42,1,11,7,1,2.4,2.2
5257db5a50a52ec0223fef7fce6a6cc8mehae,NA,9,20,14,1.28571428571429,1.78571428571429,1,2.42857142857143,34,1,31,12,1,2.35714285714286,1.57142857142857
aa9035af070ab39039568829c30221d1skoub,NA,3,5,5,1,1.2,1,1.2,6,1,5,2,1,1.2,1
150229dd901b6fd30ddb8c9249db9f41alf9g,NA,2,3,5,1,1,1,1,5,1,4,2,1,1,1
5ff25332b3556f66a4df7c1d9cc4b87108ivi,NA,52,195,184,1.19021739130435,2.27173913043478,1,4.61413043478261,849,1,589,586,1,3.69565217391304,3.69565217391304
414541c6fa8c9212db9d9dcb5db9fd37fhnwv,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
a8561bec318a7d3a0082b35b086b4428wekph,0,52,158,173,1.20231213872832,2.08092485549133,1,2.59537572254335,449,1,386,306,1,2.45664739884393,2.23699421965318
2768e4cc90e19397319544e71f9f5b91adx0a,NA,3,1,3,1,1,1,1.33333333333333,4,1,3,1,1,1,1
f670fe91b3016f6ec866de0ce42cf7e7cuan6,NA,52,77,146,1.23972602739726,2.10958904109589,1,4.41095890410959,644,1,396,4,1,3.26712328767123,1.00684931506849
2ad129376e0e4e7a5d584e5b089d442dk6f93,NA,8,70,74,1.01351351351351,2.32432432432432,1,2.94594594594595,218,1,98,88,1,2.51351351351351,2.33783783783784
226b5baabbf661dcfef04e77411fddear2uks,NA,1,5,4,1,2,1,3.25,13,1,3,12,1,1.25,3.25
63624af188e3b32c64496841e014a469q3yz4,NA,1,2,2,1,1,1,1,2,1,2,2,1,1,1
f313cc28ac8831cffe8ffbdc2ebd555esyu80,NA,24,72,61,1.13114754098361,2.50819672131148,1,4.19672131147541,256,1,192,2,1,3.59016393442623,1.01639344262295
a05f95fc07f1f7d36cb6303ffd7a1279z2l0e,NA,47,216,128,1.7265625,4.6953125,1,6.2421875,799,1,627,73,1,5.6796875,3.3359375
f1a8e753c1a6a8ce02092045314d2e42sh9a6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13c6d98ed7ebe57a08e997db5a6d8b0d079vw,NA,46,185,214,1.15420560747664,2.39252336448598,1,9.26635514018692,1983,1,519,778,1,3.75700934579439,6.13084112149533
515805390df8e6b9f69b2785a4539d25d5cyk,NA,1,1,4,1,1,1,3.5,14,1,1,1,1,1,1
3934b382cf82ca57e17392e797d5efdackyzz,NA,3,1,2,1.5,1,1,1.5,3,1,3,1,1,1.5,1
5cb687b036651830fc924cc8f4d563b2yeqq9,NA,1,1,3,1,1,1,1,3,1,2,1,1,1,1
fd2271113c32f489f6ae4df47db869b26u11o,NA,1,1,7,1,1,1,1.85714285714286,13,1,1,2,1,1,1.42857142857143
5b5515a99d051f9074f4e371272b9ef31fh5b,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226017dcd6506ce20886540ff734210d8hib1,0,15,24,13,1.61538461538462,1.92307692307692,1,3.07692307692308,40,1,31,9,1,2.38461538461538,1.61538461538462
f3462960e40d291fdefb684d0de50fe55dx92,NA,7,36,16,1.6875,4.625,1,5.6875,91,1,19,2,1,2.8125,1.0625
fdd836950d203286832a21b930b9f6b58ch7s,0,26,119,135,1.05925925925926,2.3037037037037,1,3.37777777777778,456,1,292,140,1,2.68888888888889,3.00740740740741
c39564543b45ad16ab44b77803fb56adex1cj,NA,4,10,7,1.42857142857143,1.85714285714286,1,2,14,1,14,11,1,2,1.85714285714286
19dbc699b2fcd30823563f7bdb98feb2k33zz,NA,1,2,2,1,1,1,1,2,1,2,2,1,1,1
282a72af2bf639356a3f38184fe56a05sygku,NA,75,411,292,1.29794520547945,4.47945205479452,1,12.3219178082192,3598,1,2498,291,1,9.80821917808219,2.86986301369863
4030548f1f39260ae7f6262b851c1fddzrssj,NA,10,66,82,1,1.3780487804878,1,1.53658536585366,126,1,107,61,1,1.46341463414634,1.4390243902439
4d78af325faf00ce6675d2cdb324051063qa0,NA,4,3,22,1,1.04545454545455,1,1.72727272727273,38,1,4,2,1,1,1
efeb284424d406f8dfb4e497e92ae7211mhs4,NA,42,147,115,1.34782608695652,3.07826086956522,1,4.68695652173913,539,1,364,3,1,3.76521739130435,1.01739130434783
626159dd6f2228ede002d9f9340f75b7puk8d,NA,154,1091,708,3.25423728813559,19.819209039548,1,123.65395480226,87547,1,18031,73417,1,61.2980225988701,109.169491525424
c3902293c01bb01eab1b50b84e5701932ee36,NA,12,24,27,1.40740740740741,1.74074074074074,1,1.85185185185185,50,1,46,24,1,1.81481481481481,1.59259259259259
676ad0665c9bf74329ddc1f70ea48c16stnux,0,4,14,16,1.0625,1.0625,1,1.0625,17,1,16,7,1,1.0625,1.0625
f24f7d0e9af5c612d0a8adc30511d8ffz8s55,NA,8,61,26,1,3.03846153846154,1,3.23076923076923,84,1,75,64,1,3.11538461538462,3.11538461538462
38a6f15062d3ef8c348764b5d0445ae254obb,NA,2,2,16,1,1,1,2.9375,47,1,47,1,1,2.9375,1
9a7ea4769cea7ede537511f957c1457eqro4d,NA,5,6,6,1,1,1,1,6,1,6,2,1,1,1
fdbed239dee677ba4272c259842dc160aid1x,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,1
c23c7d72cdca0037efc2ec9d0dcb45cd4y679,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6b3c1a5bf195b4f2a140421e71b3dd4avnccg,NA,5,9,5,1.6,2,1,2.2,11,1,9,6,1,2,1.8
07d23b0f422ef8851ad105ad659fa6492n2su,NA,2,73,59,1,3.1864406779661,1,4.01694915254237,237,1,120,21,1,2.72881355932203,2.49152542372881
9d98d3f00a0c0bddf35470b0fb735fcdhiriy,0,40,77,67,2.49253731343284,4,1,9,603,1,163,337,1,5.41791044776119,7.8955223880597
84a18e9cefd155f0890e0d472dc479678h7rd,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45bd56666e7f3693a319ac24d7dd4046m5ime,NA,103,590,393,1.38167938931298,5.75572519083969,1,25.7150127226463,10106,1,6045,3386,1,17.3765903307888,11.9033078880407
321d9b9d0469c3526ed352f27c08dfeb66kdh,NA,4,16,15,1.13333333333333,1.66666666666667,1,2,30,1,24,6,1,1.93333333333333,1.2
58a39c13a7dd14a1e9c899b10f4372bcr0vhn,NA,4,4,7,1,1.14285714285714,1,1.28571428571429,9,1,9,1,1,1.28571428571429,1
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,7,18,85,1.23529411764706,3.08235294117647,1,22.3411764705882,1899,1,32,2,1,5.02352941176471,1.61176470588235
b191c73f160bb9320dd3715bc3ffed26ymluh,0,4,9,10,1,1,1,1,10,1,10,5,1,1,1
da74508e07221982e6b93f301d5be9cc6euei,NA,1,2,3,1,1.66666666666667,1,2.33333333333333,7,1,5,1,1,1.66666666666667,1
c8d3fc73c1a41bf92a5e4982eb6cf78du8gg5,0,3,10,10,1,1.2,1,1.2,12,1,12,7,1,1.2,1.2
eb11ecf812fc85269afaf11f9494c22cobivp,NA,7,63,23,1.04347826086957,4.08695652173913,1,6.39130434782609,147,1,108,96,1,5.43478260869565,4.91304347826087
2e59bb1ebd5b903caf262edc6ada81ab1ezqd,NA,30,66,67,1.2089552238806,1.41791044776119,1,1.62686567164179,109,1,82,44,1,1.53731343283582,1.38805970149254
557788ea5c975ec5fad6ee42450afa1dn5xbi,NA,1,7,16,1,1.5,1,2.8125,45,1,21,1,1,2.4375,1
74866aaa89db79f25dc0fae8be067b83xlbm6,0,2,9,10,1,1.2,1,1.2,12,1,11,8,1,1.2,1.2
1fa06147dc4166ab6d1a09ddad76d3331aaox,NA,1,2,2,1,1,1,1,2,1,2,2,1,1,1
9168df1eef03e16a4187546439d60a2edm8yu,NA,72,633,479,1.32776617954071,8.70146137787056,1,31.3695198329854,15026,1,8318,2115,1,20.6951983298539,5.42379958246347
756ef4afd5e72e9582c2489ac271a3d9zw8fe,NA,2,9,10,1,1.4,1,1.5,15,1,13,9,1,1.4,1.4
3afa04162cdf4e163dfb6a9287badd68yqnrk,NA,2,3,3,1,1.33333333333333,1,1.33333333333333,4,1,4,1,1,1.33333333333333,1
d7c046d4328c139e76fea7c1833e8fe6fx4yz,0,3,3,3,1,1,1,1,3,1,3,3,1,1,1
69d8fbf99586bfaac64d31f82b9bee27wltkd,0,1,5,5,1,1,1,1.2,6,1,6,3,1,1.2,1
0f795418304f26556da9006fe92f8168r104x,NA,1,1,3,1,1,1,1.66666666666667,5,1,3,1,1,1.33333333333333,1
58628be222365dad6134e9977dc32e35g1l95,NA,2,4,4,1,1,1,1,4,1,4,4,1,1,1
0590c434e36245c7983845752e73ebbdgyugm,NA,103,354,156,1.72435897435897,7.05769230769231,1,14.8397435897436,2315,1,1459,567,1,10.3397435897436,5.03205128205128
a0b05edb37ee6ddd6303fd1ab01842e9cv2j0,NA,2,3,3,1,1,1,1.33333333333333,4,1,4,4,1,1.33333333333333,1.33333333333333
c7cf411a4a15bf6af8848a00cf806a2e7mxcx,NA,1,1,11,1,1,1,25.9090909090909,285,1,2,12,1,2,3
1a5e91b1792ffbdf1834b5b9414139f3wkdca,NA,3,11,13,1,1,1,1,13,1,12,6,1,1,1
50791a0a98478b7f78f8d30acaa4683dxab5p,0,51,196,130,1.26153846153846,2.50769230769231,1,5.34615384615385,695,1,546,291,1,4.41538461538462,2.93846153846154
9df0b0e5ca66460495931376045feb5fu4y7b,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76fdbd8d1ef691409a546c448924d70bghfi7,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1
12c1b22ede3c23949bf130cc7bac6316ks7fj,0,2,19,23,1,1.91304347826087,1,2.08695652173913,48,1,36,11,1,2,1.65217391304348
1342390b65f78b2b903d876b45a226664sasx,NA,11,87,92,1.01086956521739,1.91304347826087,1,2.43478260869565,224,1,116,18,1,2.18478260869565,1.47826086956522
1bcabc3e859f7091ae33e98eedd1c42ci8n8m,NA,3,1,2,1.5,1,1,1.5,3,1,3,2,1,1.5,1
a10148d740188815f05abc9afad584d87i7k4,NA,63,174,133,1.57142857142857,2.90225563909774,1,4.00751879699248,533,1,407,139,1,3.52631578947368,2.53383458646617
f21e413aa3af5753bc120dcd24d6461bwrvwp,NA,2,5,4,1,1.25,1,1.5,6,1,5,4,1,1.25,1.25
e4a9bdad09ebc5d5a264723855fcaaad6q52x,0,26,165,64,1.34375,3.859375,1,10.25,656,1,496,285,1,8.34375,5.5625
284cd72e028fe176f935114521ee998c5jsko,0,2,2,2,1,1,1,1,2,1,2,1,1,1,1
ed591299b162a19ff77f0479495831b31hl1q,NA,1,4,4,1,1,1,1,4,1,4,4,1,1,1
223ba984ad966e74ca5aadb36ffff81f621q4,NA,21,298,178,1.02808988764045,9.79775280898876,1,29.0561797752809,5172,1,2687,1191,1,20.7921348314607,11.5955056179775
f12c6a0dfab2cf52a2b9f9ab5c8f785fwtfmx,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0e9e0ec34f0e3a1ce9f62051e049e4396s0hq,NA,27,115,65,1.15384615384615,3.01538461538462,1,5.36923076923077,349,1,317,180,1,5.06153846153846,3.87692307692308
dd055846eb553ab8e953b084f2048d53bdqec,0,57,274,406,1.03448275862069,13.0024630541872,1,118.270935960591,48018,1,15337,254,1,52,2.435960591133
ac94684646bc6f708dcf4566f41ec05es9v44,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
070841d4774fef5fb50eca78a7156715q2hfi,NA,11,17,24,1,1,1,1,24,1,20,5,1,1,1
d860c8f6d018dcc0b2f26081742d60455nr6l,NA,1,2,1,1,2,1,2,2,1,2,2,1,2,2
296a118f607fc3c398d5d694547092efbkeu5,NA,4,23,18,1,1.5,1,1.55555555555556,28,1,24,13,1,1.5,1.33333333333333
e81828195bd1facd1ba2dc949c4f5b6duymj6,NA,1,24,26,1,1.73076923076923,1,2.03846153846154,53,1,31,25,1,1.80769230769231,1.65384615384615
83e8aa6cb15daa745c75ba3c29a2f646zjw33,0,35,141,133,1.09774436090226,2.51127819548872,1,3.21052631578947,427,1,333,179,1,2.96992481203007,2.55639097744361
3140f8212c3b1993e6fa7a32c66a149b2kjul,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7b7dece5b212a51b4c26f54b02585a50z0gep,NA,2,2,3,1,1,1,1,3,1,3,3,1,1,1
33cf3b9ef0da6042a7cfc5a88a7cb04a5tugd,NA,1,10,16,1,3.8125,1,36.1875,579,1,193,1,1,26.25,1
02acbacd7a029481f44d5a2e2d3fb0b6xe0gx,NA,3,1,20,1,1,1,2.9,58,1,3,13,1,1,2.5
7c08de9de285265b2c34970139331f9fnr9ad,0,40,110,61,1.34426229508197,2.65573770491803,1,4.73770491803279,289,1,238,159,1,4.04918032786885,3.09836065573771
0ffa7764ffaf4b2589383be5214db3caktxhf,NA,2,7,7,1,1.28571428571429,1,1.28571428571429,9,1,9,8,1,1.28571428571429,1.28571428571429
f430aac3f0f7f88a9b504bbb71322d54mct7s,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,0,16,32,30,1.16666666666667,1.4,1,1.53333333333333,46,1,41,23,1,1.46666666666667,1.4
